cmap_instance	drugbank_id	name	dose	cell_line	mers1_es	mers1_p	sars1_es	sars1_p	sars2_es	sars2_p
4209	DB02918	Zardaverine	0.000015	PC3	0.382638739	0	0	0.96	0.487826087	0.01
4210	DB00861	Diflunisal	0.000016	PC3	0	1	-0.469109139	1	0	0.84
4211	DB13808	Mebhydrolin	0.0000048	PC3	0.364984034	0	0.591671207	0	0.575559996	0
4212	DB00803	Colistin	0.000003	PC3	0.292342877	0.08	0	0.95	0.476992397	0.01
4214	DB00782	Propantheline	0.000009	PC3	0.31968648	0.03	-0.483333333	0.99	0	0.82
4215	DB00943	Zalcitabine	0.000019	PC3	0	0.99	0	0.92	0	0.76
4216	DB00350	Minoxidil	0.0000192	PC3	0	1	0	0.98	0	0.89
4218	DB02789	Pregnenolone	0.0000126	PC3	0	0.94	0	0.89	0	0.79
4219	DB00747	Scopolamine	0.0000118	PC3	0	1	0	0.99	0	0.81
4220	DB12831	Gabexate	0.0000096	PC3	0	0.98	0.667246478	0	0	0.74
4221	DB00525	Tolnaftate	0.000013	PC3	0.282631661	0.02	0.534921006	0	0	0.73
4222	DB00915	Amantadine	0.0000096	PC3	0	0.98	0.464250136	0.03	0	0.85
4223	DB00646	Nystatin	0.0000044	PC3	0	0.99	0.464396711	0.02	0	0.82
4224	DB01086	Benzocaine	0.0000242	PC3	0	0.97	0.469699328	0.04	0	0.71
4228	DB00277	Theophylline	0.0000202	PC3	0.385074048	0	0.537892702	0.01	0	0.82
4229	DB13532	Cyclopenthiazide	0.0000106	PC3	0	1	0	0.91	0	0.81
4230	DB00805	Minaprine	0.0000108	PC3	0	0.98	0.404206553	0.09	0	0.8
4231	DB00341	Cetirizine	0.0000086	PC3	0	1	0	0.98	0	0.83
4233	DB00387	Procyclidine	0.0000124	PC3	0	1	0	0.96	0	0.86
4234	DB07814	Gibberellic acid	0.0000116	PC3	0	0.99	0	0.97	0	0.72
4235	DB00366	Doxylamine	0.0000102	PC3	0	0.98	0	0.97	-0.28992629	0.89
4240	DB01006	Letrozole	0.000014	PC3	0.442077824	0	0	0.99	0.515450872	0
4243	DB13393	Emetine	0.0000072	PC3	-0.676289023	1	-0.561102031	1	0.44892699	0
4244	DB00641	Simvastatin	0.0000096	PC3	0.381366179	0	0	0.96	0	0.85
4245	DB11385	Cefalonium	0.0000088	PC3	0.419132754	0	0	0.95	0.490776154	0
4246	DB12532	Oxetacaine	0.0000086	PC3	0.422614301	0.01	-0.547665188	1	0	0.87
4247	DB12582	Piperine	0.000014	PC3	0	1	0	0.99	0	0.82
4248	DB00816	Orciprenaline	0.0000076	PC3	0.330658756	0.03	0	0.97	-0.292167547	0.83
4249	DB08951	Indoprofen	0.0000142	PC3	0.339321571	0	0.453827795	0.03	0.444042147	0
4251	DB01435	Antipyrine	0.0000212	PC3	0	1	0	0.92	0	0.86
4252	DB00924	Cyclobenzaprine	0.0000128	PC3	0	0.99	0.602458038	0.01	0	0.88
4253	DB13855	Nifuroxazide	0.0000146	PC3	0.31236494	0.04	0	0.99	0	0.87
4254	DB00378	Dydrogesterone	0.0000128	PC3	0.428515723	0	0	0.97	0	0.87
4256	DB01056	Tocainide	0.0000174	PC3	0.431922604	0	0.604747451	0	0.594280561	0
4257	DB13726	Sulfaguanidine	0.0000186	PC3	0	0.98	0	0.94	0	0.77
4258	DB13510	Buflomedil	0.0000116	PC3	0	0.98	0	0.98	0	0.8
4261	DB01624	Zuclopenthixol	0.0000092	PC3	0	0.99	0	0.89	0	0.83
4262	DB00797	Tolazoline	0.0000204	PC3	0	0.98	0.38749319	0.12	0	0.78
4263	DB01087	Primaquine	0.0000088	PC3	-0.27349026	0.95	0	0.94	0	0.8
4264	DB04216	Quercetin	0.0000118	PC3	0.241766274	0.1	0.469076712	0.02	0	0.71
4265	DB13580	Succinylsulfathiazole	0.0000112	PC3	0	0.97	0	0.93	0	0.85
4266	DB00253	Medrysone	0.0000116	PC3	0	1	-0.527777778	1	-0.5040232	1
4267	DB00618	Demeclocycline	0.000008	PC3	0	1	-0.533333333	1	-0.488321398	1
4268	DB13758	Meclofenoxate	0.0000136	PC3	0	1	-0.453687706	0.99	-0.509461964	1
4269	DB00367	Levonorgestrel	0.0000128	PC3	0	1	-0.475100527	1	0	0.92
4271	DB09002	Cloperastine	0.000011	PC3	-0.380891042	1	0	0.95	0	0.85
4272	DB00663	Flumethasone	0.0000098	PC3	0	1	0	0.96	0	0.93
4273	DB11518	Flunixin	0.0000082	PC3	0	1	0	0.99	0	0.86
4274	DB00573	Fenoprofen	0.0000072	PC3	0	1	0	0.99	0	0.85
4278	DB09018	Bromopride	0.0000116	PC3	0	1	-0.477698654	1	0	0.94
4279	DB08981	Fenbufen	0.0000158	PC3	0.395085553	0	-0.499299556	1	0	0.9
4280	DB00809	Tropicamide	0.000014	PC3	-0.307335296	1	-0.461111111	1	0.474719445	0.01
4281	DB00978	Lomefloxacin	0.0000104	PC3	0	1	0	0.97	0	0.9
4282	DB01275	Hydralazine	0.0000204	PC3	0	1	0	1	0	0.91
4283	DB00914	Phenformin	0.0000166	PC3	0.481757333	0	0	1	0	0.87
4284	DB00750	Prilocaine	0.0000156	PC3	0	1	0	0.98	-0.525705783	1
4285	DB01233	Metoclopramide	0.0000118	PC3	0	1	-0.444444444	0.99	0	0.88
4286	DB01009	Ketoprofen	0.0000158	PC3	0	1	-0.464189172	1	-0.503071779	1
4296	DB13044	Gossypol	0.0000078	PC3	-0.437240955	1	0	1	0	0.87
4299	DB01146	Diphenylpyraline	0.0000126	PC3	0	0.99	-0.558542818	0.99	-0.624692875	1
4300	DB01216	Finasteride	0.0000108	PC3	0.336120287	0	0	0.95	0	0.84
4303	DB00180	Flunisolide	0.0000092	PC3	0	1	-0.546419955	1	0	0.92
4304	DB04843	Mepenzolate	0.0000096	PC3	0	1	0	0.96	0	0.94
4308	DB00420	Promazine	0.0000124	PC3	-0.455185258	1	-0.533583677	1	-0.534190703	1
4310	DB04817	Metamizole	0.000012	PC3	0	1	-0.465289128	1	-0.444752677	0.99
4311	DB13442	Citiolone	0.0000252	PC3	0	1	-0.555984902	1	0	0.87
4312	DB11748	Benfotiamine	0.0000086	PC3	0	1	0	0.96	-0.523341523	1
4314	DB01047	Fluocinonide	0.000008	PC3	0.333512371	0.01	0	0.97	0	0.91
4315	DB00436	Bendroflumethiazide	0.0000094	PC3	0	0.99	0	0.97	0	0.9
4317	DB00746	Deferoxamine	0.000006	PC3	0.479643807	0	0	0.98	0.515187991	0
4318	DB01195	Flecainide	0.0000084	PC3	0.382038738	0	0	0.95	0.687569162	0
4319	DB06145	Spiramycin	0.0000048	PC3	0.404029212	0	0	0.99	0.63094758	0
4320	DB00319	Piperacillin	0.0000074	PC3	0	1	0	0.99	0.483741553	0
4322	DB01582	Sulfamethazine	0.0000134	PC3	0.484902903	0	0	1	0	0.79
4323	DB00266	Dicoumarol	0.0000118	PC3	0.417355887	0	0	0.99	0	0.87
4326	DB11461	Sulfachlorpyridazine	0.000014	PC3	0	1	0	0.96	0.442948265	0.01
4328	DB13467	Lanatoside C	0.000004	PC3	0	1	0	0.98	0.753143869	0
4335	DB00808	Indapamide	0.0000106	PC3	0	1	0	0.96	0.329945418	0.03
4336	DB00692	Phentolamine	0.0000126	PC3	0.326039353	0.03	0	0.95	-0.445331695	0.97
4337	DB13431	Proglumide	0.000012	PC3	0	1	0	1	-0.546355007	1
4338	DB00379	Mexiletine	0.0000186	PC3	0	1	-0.522222222	1	-0.563565975	1
4341	DB13374	Vincamine	0.0000112	PC3	-0.537851712	1	0	0.94	0	0.86
4342	DB00687	Fludrocortisone	0.0000094	PC3	0	0.99	0	0.99	-0.496230598	1
4343	DB01219	Dantrolene	0.0000118	PC3	0	1	0.598675643	0	0	0.86
4345	DB00291	Chlorambucil	0.0000132	MCF7	0.42184033	0	0	0.98	0	0.81
4347	DB04820	Nialamide	0.0000134	MCF7	0	1	0	0.99	-0.568173643	1
4349	DB00615	Rifabutin	0.0000048	MCF7	0	1	-0.477777778	1	0	0.86
4351	DB01325	Quinethazone	0.0000138	MCF7	0	1	0	0.99	0	0.9
4352	DB00991	Oxaprozin	0.0000136	MCF7	-0.328367574	1	0	0.99	-0.572104914	1
4355	DB11064	Homosalate	0.0000152	MCF7	0	1	0	0.97	0	0.86
4358	DB01000	Cyclacillin	0.0000118	MCF7	0	0.99	0	1	0	0.93
4359	DB01173	Orphenadrine	0.000013	MCF7	0.334697384	0.02	-0.44931123	1	0	0.93
4360	DB00780	Phenelzine	0.000017	MCF7	0	1	-0.526766026	1	0	0.88
4361	DB00499	Flutamide	0.0000144	MCF7	0.370969738	0.01	0	0.97	-0.369651851	0.97
4362	DB01124	Tolbutamide	0.0000148	MCF7	0	0.99	0	0.98	0	0.86
4366	DB00754	Ethotoin	0.0000196	MCF7	0	1	0	0.97	0	0.88
4367	DB08936	Chlorcyclizine	0.0000118	MCF7	-0.481820829	1	-0.688888889	1	-0.406850895	0.96
4368	DB09345	Pramocaine	0.0000122	MCF7	0	1	-0.633333333	1	-0.436287024	0.98
4369	DB00255	Diethylstilbestrol	0.000015	MCF7	0	1	0	0.99	0.394660011	0.04
4370	DB00911	Tinidazole	0.0000162	MCF7	0	1	0	0.97	0.352219161	0.03
4371	DB00874	Guaifenesin	0.0000202	MCF7	0	1	0	0.98	0	0.87
4372	DB00763	Methimazole	0.000035	MCF7	0	1	0	0.99	0.419512183	0.02
4375	DB12704	Spiradoline	0.000001	MCF7	0	0.99	0	0.92	0.640428762	0
4377	DB00215	Citalopram	0.000001	MCF7	0.323243855	0.05	0	0.97	0.586843152	0
4378	DB00715	Paroxetine	0.000001	MCF7	0	1	0	0.97	0.446862948	0
4385	DB11467	Thiostrepton	0.0000024	MCF7	-0.267794228	0.99	0	0.98	-0.582923833	1
4386	DB01180	Rescinnamine	0.0000064	MCF7	0.376297804	0.01	0	0.96	-0.55544299	1
4387	DB01077	Etidronic acid	0.000016	MCF7	0	1	0.45	0.05	0	0.89
4389	DB00391	Sulpiride	0.0000118	MCF7	0	1	0	0.98	0.447332205	0.01
4390	DB00671	Cefixime	0.0000088	MCF7	0	1	0	1	-0.579758977	1
4391	DB06727	Sparteine	0.000017	MCF7	0	1	-0.601412561	1	-0.618830556	1
4392	DB01051	Novobiocin	0.0000064	MCF7	0	1	0	1	0	0.91
4393	DB01337	Pancuronium	0.0000054	MCF7	0	1	0	0.98	0	0.92
4394	DB01235	Levodopa	0.0000202	MCF7	0	1	-0.55	1	-0.608797891	1
4395	DB00115	Cyanocobalamin	0.000003	MCF7	0	1	-0.598826108	1	0	0.89
4396	DB00738	Pentamidine	0.0000068	MCF7	0	1	0	0.99	0	0.95
4397	DB11562	Bicuculline	0.0000108	MCF7	0	1	0	0.98	0	0.92
4398	DB13744	Piromidic acid	0.0000138	MCF7	0	1	0	1	-0.552318243	1
4399	DB13483	Etamsylate	0.0000152	MCF7	0	1	0	0.98	0	0.88
4400	DB00635	Prednisone	0.0000112	MCF7	0.436312826	0	0	0.99	0	0.88
4401	DB07352	Apigenin	0.0000148	MCF7	0	1	0	1	-0.571509595	1
4402	DB00730	Thiabendazole	0.0000198	MCF7	0	0.99	0	1	-0.439659259	0.99
4403	DB00394	Beclomethasone dipropionate	0.0000076	MCF7	0	1	-0.488888889	1	0	0.89
4404	DB13307	Proscillaridin	0.0000076	MCF7	0	0.99	0	0.98	-0.383249789	0.91
4405	DB00804	Dicyclomine	0.0000116	MCF7	-0.473803443	1	0	0.98	0.66127217	0
4407	DB00251	Terconazole	0.0000076	MCF7	0	1	0.433333333	0.17	0	0.94
4409	DB13648	Alcuronium	0.0000054	MCF7	0	1	0	0.99	0	0.9
4410	DB01197	Captopril	0.0000172	MCF7	0	1	0.769979506	0	0.580365244	0
4411	DB00091	Ciclosporin	0.0000034	MCF7	0	1	0	0.97	0	0.9
4414	DB08800	Chloropyramine	0.0000122	MCF7	0	1	0.561175967	0.03	-0.512285012	1
4415	DB08985	Etilefrine	0.0000184	MCF7	0	1	0	0.99	0.511683239	0
4416	DB13720	Diphemanil	0.0000102	MCF7	0	1	0	0.96	0.664292989	0
4417	DB01602	Bacampicillin	0.000008	MCF7	0.381573651	0	0.608524658	0.01	0	0.9
4418	DB00609	Ethionamide	0.000024	MCF7	0.429328201	0	0	0.95	0.537090908	0
4420	DB01421	Paromomycin	0.0000056	MCF7	0	1	0	0.97	0	0.9
4421	DB00281	Lidocaine	0.0000148	MCF7	0	1	0.640293667	0.01	0.574711547	0
4422	DB03467	Naringenin	0.0000146	MCF7	0	1	0	0.96	0.516947657	0
4423	DB00512	Vancomycin	0.0000026	MCF7	0.397879789	0	0	0.99	0	0.83
4425	DB09403	Iocetamic acid	0.0000066	MCF7	0.401996248	0.01	0	0.96	0	0.84
4427	DB00502	Haloperidol	0.00001	PC3	0	1	0	0.98	0.543249095	0
4428	DB00945	Acetylsalicylic acid	0.0001	PC3	0	0.99	0.390938335	0.24	0	0.88
4429	DB00947	Fulvestrant	0.000001	PC3	0	0.99	0	0.96	0	0.83
4430	DB05134	Tanespimycin	0.000001	PC3	-0.326363282	1	-0.424742522	1	-0.505016452	1
4431	DB00877	Sirolimus	0.0000001	PC3	0	1	0	0.98	-0.536605589	1
4432	DB00783	Estradiol	0.0000001	PC3	0	1	0	0.97	0	0.88
4433	DB00313	Valproic Acid	0.001	PC3	0	0.99	0	0.98	0	0.85
4435	DB00755	Tretinoin	0.000001	PC3	0	1	-0.445060575	1	0	0.87
4437	DB12442	Alvespimycin	0.0000001	PC3	0	1	0	0.99	0	0.81
4438	DB00313	Valproic Acid	0.0002	PC3	0.282834096	0.03	0	0.94	0.466305756	0
4439	DB00433	Prochlorperazine	0.00001	PC3	-0.386955625	1	0	0.96	0	0.86
4440	DB02656	LY-294002	0.0000001	PC3	0	0.99	-0.60052663	1	0	0.89
4441	DB00477	Chlorpromazine	0.000001	PC3	0	1	-0.433333333	0.99	0	0.87
4442	DB05134	Tanespimycin	0.000001	PC3	-0.355192699	1	-0.573263808	1	0	0.93
4444	DB02546	Vorinostat	0.00001	PC3	0	0.98	0.511793395	0	0.469471568	0
4445	DB00877	Sirolimus	0.0000001	PC3	0	1	0.5338885	0.01	0.39499135	0.02
4446	DB00313	Valproic Acid	0.00005	PC3	0	1	0	0.99	0	0.86
4447	DB00179	Masoprocol	0.000001	PC3	-0.363998269	1	0	0.97	0	0.82
4448	DB00831	Trifluoperazine	0.00001	PC3	0	1	0	0.97	0	0.88
4449	DB05134	Tanespimycin	0.000001	PC3	0	0.99	0.561799881	0	0.551838755	0
4450	DB05134	Tanespimycin	0.000001	PC3	-0.39139954	1	0	0.94	0.393345078	0.03
4451	DB02656	LY-294002	0.00001	PC3	0	1	-0.547276053	1	0	0.85
4452	DB02424	Geldanamycin	0.000001	PC3	-0.253100876	0.99	0	0.96	0.39605607	0.03
4453	DB00363	Clozapine	0.00001	PC3	0	1	-0.535679819	1	0	0.91
4454	DB00679	Thioridazine	0.00001	PC3	-0.394602869	1	-0.557764547	1	-0.444397006	1
4456	DB00197	Troglitazone	0.00001	PC3	-0.372024072	1	0	0.98	0.412859116	0
4457	DB00412	Rosiglitazone	0.00001	PC3	-0.411624135	1	0	0.98	0	0.83
4459	DB01645	Genistein	0.00001	PC3	0.368990916	0	0	0.98	0	0.79
4460	DB02656	LY-294002	0.00001	PC3	0.323046579	0.02	0.528723377	0.02	0.423759973	0.01
4461	DB00623	Fluphenazine	0.00001	PC3	0.287412477	0.01	0	0.98	-0.495880233	1
4462	DB00947	Fulvestrant	0.00000001	PC3	0	0.99	0	1	0	0.86
4463	DB02656	LY-294002	0.00001	PC3	0.289164478	0.03	0	0.98	0.452659917	0
4464	DB00313	Valproic Acid	0.0005	PC3	0	0.99	0	0.95	0.411664078	0
4465	DB00783	Estradiol	0.00000001	PC3	0	0.99	0	0.96	0.630002995	0
4466	DB00877	Sirolimus	0.0000001	PC3	0.371910899	0.02	0	0.95	0.383042744	0.01
4467	DB08059	Wortmannin	0.00000001	PC3	0	1	0.608091421	0	0.550287281	0
4468	DB00502	Haloperidol	0.00001	PC3	0	0.99	0	0.97	0	0.84
4469	DB04284	L-proline betaine	0.0000222	PC3	0	1	-0.538888889	1	0	0.93
4470	DB04839	Cyproterone acetate	0.0000096	PC3	0.432264601	0	0	1	0	0.9
4471	DB00637	Astemizole	0.0000088	PC3	0	1	0	0.96	-0.519502134	0.99
4472	DB04574	Estrone sulfate	0.0000092	PC3	0.353862503	0.01	0	0.98	0.740977223	0
4473	DB00598	Labetalol	0.000011	PC3	0	1	0	0.98	0	0.83
4474	DB00259	Sulfanilamide	0.0000232	PC3	0	1	0	0.95	0	0.89
4475	DB01153	Sertaconazole	0.000008	PC3	0	1	-0.633333333	1	0	0.92
4477	DB11336	Kinetin	0.0000186	PC3	0	1	0	0.95	0	0.9
4478	DB00575	Clonidine	0.000015	PC3	0	0.99	0	0.97	0.581070994	0
4479	DB04828	Zomepirac	0.0000128	PC3	0	1	0	0.96	0	0.99
4480	DB00851	Dacarbazine	0.000022	PC3	0	0.99	0	1	0	0.87
4481	DB01424	Aminophenazone	0.0000172	PC3	0	1	-0.45955457	1	0	0.92
4482	DB00456	Cefalotin	0.0000096	PC3	0	1	0.570849872	0	0.628409452	0
4485	DB00140	Riboflavin	0.0000106	PC3	0	1	0	0.99	0	0.92
4487	DB01242	Clomipramine	0.0000114	PC3	-0.519896773	1	-0.649221729	1	0	0.9
4488	DB01427	Amrinone	0.0000214	PC3	0.402043409	0	0	0.97	0	0.9
4490	DB02925	Piretanide	0.000011	PC3	0	1	0	0.98	0.566969905	0
4494	DB01614	Acepromazine	0.000009	PC3	0.282777722	0.02	0	0.98	-0.493243243	1
4496	DB00960	Pindolol	0.0000162	PC3	0	1	0	0.99	0	0.92
4497	DB11750	Clobetasol	0.0000086	PC3	0.32160945	0.03	0	0.99	0	0.93
4499	DB00771	Clidinium	0.0000092	PC3	0.310629695	0.02	0	0.97	0	0.83
4501	DB01053	Benzylpenicillin	0.0000112	PC3	0.400096013	0	0	1	0.49164449	0
4502	DB00320	Dihydroergotamine	0.000003	PC3	0.316783851	0.02	-0.405830545	0.98	0	0.9
4503	DB00695	Furosemide	0.000012	PC3	0	1	0	0.98	0.75707122	0
4504	DB09156	Iopromide	0.000005	PC3	0.376140632	0	0	0.96	0.605678594	0
4506	DB03585	Oxyphenbutazone	0.0000124	PC3	0	1	0	0.98	0.664223241	0
4508	DB00264	Metoprolol	0.0000058	PC3	0	1	0	0.99	0.5854818	0
4523	DB00291	Chlorambucil	0.0000132	PC3	0	1	0	0.99	0.499777227	0.01
4525	DB04820	Nialamide	0.0000134	PC3	0	1	0	0.98	0	0.97
4527	DB00615	Rifabutin	0.0000048	PC3	0.442962132	0	0	0.98	0	0.85
4529	DB01325	Quinethazone	0.0000138	PC3	0	1	0	0.98	0	0.98
4530	DB00991	Oxaprozin	0.0000136	PC3	0	1	0	0.99	0.598382593	0
4533	DB11064	Homosalate	0.0000152	PC3	0	1	0	1	0.538204533	0
4536	DB01000	Cyclacillin	0.0000118	PC3	0.458187392	0	0	0.99	0	0.89
4537	DB01173	Orphenadrine	0.000013	PC3	-0.316389694	1	0	0.98	0	0.89
4538	DB00780	Phenelzine	0.000017	PC3	0	1	-0.536643578	1	0	0.97
4539	DB00499	Flutamide	0.0000144	PC3	0	1	0	1	0	0.88
4540	DB01124	Tolbutamide	0.0000148	PC3	0.499005617	0	0	0.98	0.451620295	0
4541	DB04690	Camptothecin	0.0000114	PC3	0.681949535	0	-0.440977249	0.99	-0.63242792	1
4542	DB11410	Fenbendazole	0.0000134	PC3	0	1	0.703315433	0	0.608015653	0
4545	DB00754	Ethotoin	0.0000196	PC3	0	1	0	1	0	0.94
4546	DB08936	Chlorcyclizine	0.0000118	PC3	0.270925338	0.01	0	0.96	0	0.88
4547	DB00255	Diethylstilbestrol	0.000015	PC3	0	1	0	1	0.63722461	0
4548	DB00911	Tinidazole	0.0000162	PC3	0	1	0	0.99	0	0.91
4549	DB00874	Guaifenesin	0.0000202	PC3	0	1	-0.486009287	1	0	0.94
4550	DB00763	Methimazole	0.000035	PC3	0.445557496	0	0	0.99	0.573780873	0
4553	DB12704	Spiradoline	0.000001	PC3	0	1	-0.500428049	1	0	0.96
4555	DB00215	Citalopram	0.000001	PC3	0.471710606	0	0.602988559	0.01	0.517704319	0
4556	DB00715	Paroxetine	0.000001	PC3	0	1	-0.498903935	1	0	0.99
4563	DB11467	Thiostrepton	0.0000024	PC3	-0.334431535	1	-0.635691494	1	0	0.93
4564	DB01077	Etidronic acid	0.000016	PC3	0	1	-0.546054168	1	0	0.95
4566	DB00391	Sulpiride	0.0000118	PC3	0	0.99	0	0.97	0	0.93
4567	DB00671	Cefixime	0.0000088	PC3	0	1	0	0.98	-0.591199843	1
4568	DB06727	Sparteine	0.000017	PC3	0	1	-0.705555556	1	-0.449812393	0.99
4569	DB01051	Novobiocin	0.0000064	PC3	0	1	0	1	0	0.96
4570	DB01337	Pancuronium	0.0000054	PC3	0.386940402	0	0	0.98	0.421463453	0.01
4571	DB01235	Levodopa	0.0000202	PC3	0	1	0.583919631	0.02	0	0.94
4572	DB00115	Cyanocobalamin	0.000003	PC3	0	1	-0.693666174	1	-0.546962612	1
4573	DB00738	Pentamidine	0.0000068	PC3	0.377724422	0.01	0	0.98	0	0.92
4574	DB11562	Bicuculline	0.0000108	PC3	0.441853803	0	0	0.98	0.592047431	0
4575	DB13744	Piromidic acid	0.0000138	PC3	0	0.99	0	0.99	0	0.89
4576	DB13483	Etamsylate	0.0000152	PC3	0	1	-0.568408696	1	0	0.89
4577	DB00635	Prednisone	0.0000112	PC3	0	1	0	0.98	0.69407236	0
4578	DB07352	Apigenin	0.0000148	PC3	0	1	-0.636157159	1	-0.589739677	1
4579	DB00730	Thiabendazole	0.0000198	PC3	0	1	0	0.99	0.509708927	0
4580	DB00394	Beclomethasone dipropionate	0.0000076	PC3	0.396260296	0.01	0.713767608	0	0.703476049	0
4581	DB00804	Dicyclomine	0.0000116	PC3	0	1	0	0.97	0.696924808	0
4583	DB00251	Terconazole	0.0000076	PC3	0.457506279	0	0	0.98	0.746671554	0
4585	DB01197	Captopril	0.0000172	PC3	0	1	-0.609175811	1	-0.556649453	1
4586	DB00091	Ciclosporin	0.0000034	PC3	0	0.99	0	0.98	0.627457218	0
4589	DB08800	Chloropyramine	0.0000122	PC3	-0.537410256	1	0	0.98	0	0.89
4590	DB08985	Etilefrine	0.0000184	PC3	0.485368369	0	0	0.97	0.727911406	0
4591	DB13720	Diphemanil	0.0000102	PC3	0	1	0	0.98	0.77617657	0
4592	DB01602	Bacampicillin	0.000008	PC3	0.387521392	0.01	-0.500107661	1	0	0.94
4593	DB00609	Ethionamide	0.000024	PC3	0	1	0	0.99	0.736704861	0
4595	DB01421	Paromomycin	0.0000056	PC3	0.397783111	0	0	0.98	0.573058917	0
4596	DB00281	Lidocaine	0.0000148	PC3	0	1	0	0.98	0	0.88
4597	DB03467	Naringenin	0.0000146	PC3	0.523542798	0	0	0.97	0.702165371	0
4598	DB00512	Vancomycin	0.0000026	PC3	0	1	0	0.98	0.610033085	0
4600	DB09403	Iocetamic acid	0.0000066	PC3	0	0.99	0	0.97	0.743896407	0
4602	DB01035	Procainamide	0.0000148	PC3	0	1	0	1	0	0.87
4603	DB01297	Practolol	0.000015	PC3	0	1	0	1	-0.546338227	1
4604	DB01200	Bromocriptine	0.0000054	PC3	0	1	-0.461111111	1	0	0.94
4606	DB01011	Metyrapone	0.0000176	PC3	0	1	-0.455555556	1	-0.522588589	0.99
4608	DB00195	Betaxolol	0.0000116	PC3	0	1	-0.55	1	0	0.95
4609	DB04832	Zimelidine	0.0000098	PC3	0	1	-0.50288479	1	0	0.89
4610	DB00997	Doxorubicin	0.0000068	PC3	0.486695537	0	0	0.97	-0.6597315	1
4611	DB06439	Tyloxapol	0.000004	PC3	0	1	-0.5	1	-0.460036948	0.99
4612	DB06774	Capsaicin	0.000013	PC3	0	1	-0.384919708	0.99	0	0.85
4613	DB01244	Bepridil	0.00001	PC3	-0.429586552	1	-0.544485952	1	0	0.93
4614	DB01394	Colchicine	0.00001	PC3	-0.38923873	1	-0.405555556	1	0	0.94
4615	DB11442	Oleandomycin	0.000005	PC3	0	1	-0.504699458	0.99	0	0.89
4616	DB09020	Bisacodyl	0.000011	PC3	-0.326432029	1	-0.527777778	1	0	0.93
4617	DB09552	Thonzonium	0.0000068	PC3	0	1	0	1	0	0.92
4619	DB00867	Ritodrine	0.0000124	PC3	0.413236972	0	0	0.96	0	0.92
4620	DB11622	Dehydrocholic acid	0.0000096	PC3	0	1	0	0.97	0	0.92
4621	DB13661	Niridazole	0.0000186	PC3	0	1	-0.505555556	1	0	0.88
4623	DB07118	Hymecromone	0.0000228	PC3	0	1	0.505581498	0.02	0	0.81
4624	DB01026	Ketoconazole	0.0000076	PC3	0.447319208	0	0	0.99	0	0.86
4625	DB01172	Kanamycin	0.0000068	PC3	0.361102291	0	0.486799232	0.03	0	0.86
4627	DB00488	Altretamine	0.000019	PC3	0.36860684	0.05	0	1	0	0.88
4628	DB00265	Crotamiton	0.0000196	PC3	0.319572671	0.01	0	0.95	0	0.88
4629	DB00450	Droperidol	0.0000106	PC3	0.342292055	0.01	0	0.99	0	0.87
4630	DB14061	Hycanthone	0.0000112	PC3	0.351517371	0.01	0	0.97	0.489881525	0
4631	DB01321	Josamycin	0.0000048	PC3	0	0.99	0.606374037	0	0	0.92
4633	DB13399	Terguride	0.0000088	PC3	0.454409211	0	0.494444444	0.03	0.661408559	0
4634	DB15492		0.0000106	PC3	0.417693306	0	0	0.99	0.511418589	0.01
4636	DB01178	Chlormezanone	0.0000146	PC3	0.409242765	0.01	0	0.98	0.517234823	0.01
4637	DB00850	Perphenazine	0.00001	PC3	0	1	0	1	0	0.86
4638	DB11221	Dioxybenzone	0.0000164	PC3	0	1	0	1	0	0.92
4639	DB07477	Felbinac	0.0000188	PC3	0	1	0	0.97	0.491599553	0
4640	DB01184	Domperidone	0.0000074	PC3	0	1	0	0.97	0.625467417	0
4641	DB03701	Vanoxerine	0.0000076	PC3	0	1	0	0.98	0.635006156	0
4642	DB00629	Guanabenz	0.0000138	PC3	0.419836738	0	0	0.99	0.536200056	0
4643	DB01362	Iohexol	0.0000048	PC3	0.404485095	0	0	1	0.593488857	0
4644	DB00346	Alfuzosin	0.0000094	PC3	0	1	0	0.97	0	0.87
4645	DB01183	Naloxone	0.000011	PC3	0	1	-0.564954471	1	-0.538261709	1
4646	DB00737	Meclizine	0.0000086	PC3	0	1	-0.547120398	1	-0.678798415	1
4647	DB14084	Butylparaben	0.0000206	PC3	0	1	0	0.97	-0.630528423	1
4648	DB04570	Latamoxef	0.000007	PC3	0	1	-0.570210393	1	-0.611194802	1
4649	DB11186	Pentoxyverine	0.0000076	PC3	0	1	0.473603653	0.09	-0.523955774	1
4652	DB00925	Phenoxybenzamine	0.0000118	PC3	-0.365878176	1	-0.554644979	1	-0.593552917	1
4653	DB13248	Phthalylsulfathiazole	0.00001	PC3	0	1	0	1	-0.610912464	1
4654	DB00567	Cephalexin	0.000011	PC3	0	1	-0.5141762	1	0	0.89
4655	DB00467	Enoxacin	0.0000124	PC3	0	1	0	1	-0.554695171	1
4656	DB00975	Dipyridamole	0.000008	PC3	0.386638709	0	0	0.95	0	0.91
4657	DB01118	Amiodarone	0.0000058	PC3	-0.322245346	1	0	0.98	0	0.85
4659	DB02187	Equilin	0.000015	PC3	0.340005264	0.01	0.548459024	0.02	0	0.92
4660	DB01018	Guanfacine	0.0000142	PC3	0	1	-0.533333333	1	0	0.96
4661	DB00263	Sulfisoxazole	0.000015	PC3	0	1	0.621328508	0	0	0.87
